gnt_mxn,Porcentage,Time
1.73,0.0,02:19:40
1.73,0.0,02:20:13
1.73,0.0,02:20:45
1.73,0.0,02:21:19
1.73,0.0,02:21:52
1.73,0.0,02:22:25
1.73,0.0,02:22:57
1.73,0.0,02:23:31
1.73,0.0,02:24:03
1.72,-0.57803468,02:24:36
1.72,0.0,02:25:09
1.72,0.0,02:25:42
1.72,0.0,02:26:15
1.72,0.0,02:26:48
1.72,0.0,02:27:21
1.72,0.0,02:27:54
1.72,0.0,02:28:27
1.72,0.0,02:29:00
1.72,0.0,02:29:33
1.72,0.0,02:30:06
1.72,0.0,02:30:39
1.72,0.0,02:31:15
1.72,0.0,02:31:49
1.72,0.0,02:32:22
1.72,0.0,02:32:54
1.72,0.0,02:33:27
1.72,0.0,02:34:00
1.72,0.0,02:34:33
1.72,0.0,02:35:06
1.72,0.0,02:35:39
1.72,0.0,02:36:12
1.72,0.0,02:36:45
1.72,0.0,02:37:18
1.72,0.0,02:37:51
1.72,0.0,02:38:24
1.72,0.0,02:38:57
1.72,0.0,02:39:29
1.72,0.0,02:40:02
1.72,0.0,02:40:35
1.72,0.0,02:41:08
1.72,0.0,02:41:42
1.72,0.0,02:42:15
1.72,0.0,02:42:48
1.72,0.0,02:43:21
1.72,0.0,02:43:54
1.72,0.0,02:44:27
1.72,0.0,02:45:00
1.72,0.0,02:45:33
1.72,0.0,02:46:05
1.72,0.0,02:46:39
1.72,0.0,02:47:12
1.72,0.0,02:47:45
1.72,0.0,02:48:18
1.72,0.0,02:48:52
1.72,0.0,02:49:24
1.72,0.0,02:49:57
1.72,0.0,02:50:31
1.72,0.0,02:51:04
1.72,0.0,02:51:37
1.72,0.0,02:52:10
1.72,0.0,02:52:43
1.72,0.0,02:53:15
1.72,0.0,02:53:49
1.72,0.0,02:54:22
1.72,0.0,02:54:55
1.72,0.0,02:55:29
1.72,0.0,02:56:02
1.72,0.0,02:56:34
1.72,0.0,02:57:07
1.72,0.0,02:57:41
1.72,0.0,02:58:14
1.72,0.0,02:58:48
1.72,0.0,02:59:21
1.72,0.0,02:59:54
1.72,0.0,03:00:27
1.72,0.0,03:01:00
1.72,0.0,03:01:34
1.72,0.0,03:02:07
1.72,0.0,03:02:41
1.72,0.0,03:03:14
1.72,0.0,03:03:48
1.72,0.0,03:04:21
1.72,0.0,03:04:54
1.72,0.0,03:05:27
1.72,0.0,03:06:00
1.72,0.0,03:06:33
1.72,0.0,03:07:06
1.72,0.0,03:07:39
1.72,0.0,03:08:12
1.72,0.0,03:08:45
1.72,0.0,03:09:19
1.72,0.0,03:09:52
1.72,0.0,03:10:24
1.72,0.0,03:10:57
1.72,0.0,03:11:30
1.74,1.1627907,03:12:03
1.74,0.0,03:12:36
1.74,0.0,03:13:10
1.74,0.0,03:13:43
1.74,0.0,03:14:15
1.74,0.0,03:14:49
1.74,0.0,03:15:22
1.74,0.0,03:15:55
1.74,0.0,03:16:28
1.74,0.0,03:17:01
1.74,0.0,03:17:35
1.74,0.0,03:18:08
1.74,0.0,03:18:41
1.74,0.0,03:19:15
1.74,0.0,03:19:48
1.74,0.0,03:20:21
1.74,0.0,03:20:55
1.74,0.0,03:21:28
1.74,0.0,03:22:01
1.74,0.0,03:22:35
1.74,0.0,03:23:08
1.74,0.0,03:23:41
1.74,0.0,03:24:15
1.74,0.0,03:24:48
1.74,0.0,03:25:22
1.74,0.0,03:25:55
1.74,0.0,03:26:28
1.74,0.0,03:27:02
1.74,0.0,03:27:35
1.74,0.0,03:28:08
1.74,0.0,03:28:41
1.74,0.0,03:29:14
1.74,0.0,03:29:48
1.74,0.0,03:30:21
1.74,0.0,03:30:54
1.74,0.0,03:31:27
1.74,0.0,03:32:00
1.74,0.0,03:32:33
1.74,0.0,03:33:07
1.74,0.0,03:33:40
1.74,0.0,03:34:13
1.74,0.0,03:34:46
1.74,0.0,03:35:19
1.74,0.0,03:35:52
1.74,0.0,03:36:25
1.74,0.0,03:36:58
1.74,0.0,03:37:30
1.74,0.0,03:38:04
1.74,0.0,03:38:37
1.74,0.0,03:39:10
1.74,0.0,03:39:42
1.74,0.0,03:40:15
1.74,0.0,03:40:49
1.74,0.0,03:41:22
1.74,0.0,03:41:55
1.74,0.0,03:42:28
1.74,0.0,03:43:02
1.74,0.0,03:43:34
1.74,0.0,03:44:07
1.74,0.0,03:44:40
1.74,0.0,03:45:13
1.74,0.0,03:45:46
1.74,0.0,03:46:18
1.74,0.0,03:46:52
1.71,-1.72413793,03:47:25
1.71,0.0,03:47:57
1.71,0.0,03:48:31
1.71,0.0,03:49:04
1.71,0.0,03:49:37
1.71,0.0,03:50:10
1.71,0.0,03:50:43
1.71,0.0,03:51:16
1.71,0.0,03:51:50
1.71,0.0,03:52:22
1.71,0.0,03:52:55
1.71,0.0,03:53:28
1.71,0.0,03:54:02
1.71,0.0,03:54:34
1.71,0.0,03:55:08
1.71,0.0,03:55:41
1.71,0.0,03:56:14
1.71,0.0,03:56:47
1.71,0.0,03:57:21
1.71,0.0,03:57:54
1.71,0.0,03:58:27
1.71,0.0,03:59:01
1.71,0.0,03:59:34
1.71,0.0,04:00:07
1.71,0.0,04:00:40
1.71,0.0,04:01:13
1.71,0.0,04:01:46
1.71,0.0,04:02:19
1.71,0.0,04:02:53
1.71,0.0,04:03:26
1.71,0.0,04:03:59
1.71,0.0,04:04:32
1.71,0.0,04:05:05
1.71,0.0,04:05:38
1.71,0.0,04:06:11
1.71,0.0,04:06:45
1.71,0.0,04:07:18
1.71,0.0,04:07:51
1.71,0.0,04:08:24
1.71,0.0,04:08:57
1.71,0.0,04:09:30
1.71,0.0,04:10:03
1.71,0.0,04:10:36
1.71,0.0,04:11:09
1.71,0.0,04:11:42
1.71,0.0,04:12:15
1.71,0.0,04:12:49
1.71,0.0,04:13:22
1.71,0.0,04:13:56
1.71,0.0,04:14:29
1.71,0.0,04:15:02
1.71,0.0,04:15:34
1.71,0.0,04:16:07
1.71,0.0,04:16:41
1.71,0.0,04:17:14
1.71,0.0,04:17:47
1.71,0.0,04:18:21
1.71,0.0,04:18:54
1.71,0.0,04:19:27
1.71,0.0,04:20:00
1.71,0.0,04:20:34
1.71,0.0,04:21:07
1.71,0.0,04:21:39
1.71,0.0,04:22:12
1.71,0.0,04:22:46
1.71,0.0,04:23:19
1.71,0.0,04:23:52
1.71,0.0,04:24:25
1.71,0.0,04:24:58
1.71,0.0,04:25:30
1.71,0.0,04:26:03
1.71,0.0,04:26:36
1.71,0.0,04:27:10
1.71,0.0,04:27:43
1.71,0.0,04:28:16
1.71,0.0,04:28:50
1.71,0.0,04:29:23
1.71,0.0,04:29:56
1.71,0.0,04:30:30
1.71,0.0,04:31:03
1.71,0.0,04:31:36
1.71,0.0,04:32:10
1.71,0.0,04:32:42
1.71,0.0,04:33:15
1.71,0.0,04:33:49
1.71,0.0,04:34:22
1.71,0.0,04:34:56
1.71,0.0,04:35:29
1.71,0.0,04:36:02
1.71,0.0,04:36:34
1.71,0.0,04:37:08
1.71,0.0,04:37:41
1.71,0.0,04:38:14
1.71,0.0,04:38:48
1.71,0.0,04:39:21
1.71,0.0,04:39:53
1.71,0.0,04:40:26
1.71,0.0,04:40:59
1.71,0.0,04:41:33
1.71,0.0,04:42:06
1.71,0.0,04:42:40
1.71,0.0,04:43:13
1.71,0.0,04:43:49
1.71,0.0,04:44:23
1.71,0.0,04:44:56
1.71,0.0,04:45:29
1.71,0.0,04:46:02
1.71,0.0,04:46:35
1.71,0.0,04:47:08
1.71,0.0,04:47:41
1.71,0.0,04:48:14
1.71,0.0,04:48:48
1.71,0.0,04:49:21
1.71,0.0,04:49:54
1.71,0.0,04:50:27
1.71,0.0,04:51:00
1.71,0.0,04:51:34
1.71,0.0,04:52:07
1.71,0.0,04:52:41
1.71,0.0,04:53:13
1.71,0.0,04:53:47
1.71,0.0,04:54:20
1.71,0.0,04:54:54
1.71,0.0,04:55:26
1.71,0.0,04:56:00
1.71,0.0,04:56:33
1.71,0.0,04:57:06
1.71,0.0,04:57:39
1.71,0.0,04:58:13
1.71,0.0,04:58:46
1.71,0.0,04:59:19
1.71,0.0,04:59:52
1.71,0.0,05:00:25
1.71,0.0,05:00:58
1.71,0.0,05:01:31
1.71,0.0,05:02:04
1.71,0.0,05:02:38
1.71,0.0,05:03:11
1.71,0.0,05:03:44
1.71,0.0,05:04:17
1.71,0.0,05:04:51
1.71,0.0,05:05:23
1.71,0.0,05:05:56
1.71,0.0,05:06:29
1.77,3.50877193,05:07:03
1.77,0.0,05:07:36
1.77,0.0,05:08:09
1.77,0.0,05:08:42
1.77,0.0,05:09:15
1.77,0.0,05:09:48
1.77,0.0,05:10:22
1.77,0.0,05:10:54
1.77,0.0,05:11:28
1.77,0.0,05:12:01
1.77,0.0,05:12:34
1.77,0.0,05:13:07
1.77,0.0,05:13:41
1.77,0.0,05:14:14
1.77,0.0,05:14:47
1.77,0.0,05:15:21
1.77,0.0,05:15:54
1.77,0.0,05:16:27
1.77,0.0,05:17:00
1.77,0.0,05:17:33
1.77,0.0,05:18:07
1.77,0.0,05:18:40
1.77,0.0,05:19:13
1.77,0.0,05:19:47
1.77,0.0,05:20:20
1.77,0.0,05:20:53
1.77,0.0,05:21:26
1.77,0.0,05:22:00
1.77,0.0,05:22:33
1.77,0.0,05:23:07
1.77,0.0,05:23:40
1.77,0.0,05:24:13
1.77,0.0,05:24:47
1.77,0.0,05:25:20
1.77,0.0,05:25:53
1.77,0.0,05:26:27
1.77,0.0,05:27:00
1.77,0.0,05:27:33
1.77,0.0,05:28:06
1.77,0.0,05:28:40
1.77,0.0,05:29:13
1.77,0.0,05:29:47
1.77,0.0,05:30:19
1.77,0.0,05:30:53
1.77,0.0,05:31:26
1.77,0.0,05:31:58
1.77,0.0,05:32:32
1.77,0.0,05:33:04
1.77,0.0,05:33:38
1.77,0.0,05:34:11
1.77,0.0,05:34:44
1.77,0.0,05:35:17
1.77,0.0,05:35:50
1.77,0.0,05:36:23
1.77,0.0,05:36:56
1.77,0.0,05:37:30
1.77,0.0,05:38:03
1.77,0.0,05:38:36
1.77,0.0,05:39:10
1.77,0.0,05:39:43
1.77,0.0,05:40:16
1.77,0.0,05:40:49
1.77,0.0,05:41:23
1.77,0.0,05:41:56
1.77,0.0,05:42:29
1.77,0.0,05:43:03
1.77,0.0,05:43:36
1.77,0.0,05:44:10
1.77,0.0,05:44:43
1.77,0.0,05:45:16
1.77,0.0,05:45:49
1.77,0.0,05:46:22
1.77,0.0,05:46:56
1.77,0.0,05:47:29
1.77,0.0,05:48:03
1.77,0.0,05:48:35
1.77,0.0,05:49:08
1.77,0.0,05:49:41
1.77,0.0,05:50:15
1.77,0.0,05:50:48
1.77,0.0,05:51:21
1.77,0.0,05:51:54
1.77,0.0,05:52:27
1.77,0.0,05:53:00
1.77,0.0,05:53:33
1.77,0.0,05:54:06
1.77,0.0,05:54:39
1.77,0.0,05:55:12
1.77,0.0,05:55:45
1.77,0.0,05:56:18
1.77,0.0,05:56:50
1.77,0.0,05:57:24
1.77,0.0,05:57:57
1.77,0.0,05:58:30
1.77,0.0,05:59:03
1.77,0.0,05:59:36
1.77,0.0,06:00:09
1.77,0.0,06:00:42
1.77,0.0,06:01:15
1.77,0.0,06:01:48
1.77,0.0,06:02:22
1.77,0.0,06:02:55
1.77,0.0,06:03:28
1.77,0.0,06:04:01
1.77,0.0,06:04:34
1.77,0.0,06:05:07
1.77,0.0,06:05:39
1.77,0.0,06:06:13
1.71,-3.38983051,06:06:46
1.71,0.0,06:07:19
1.71,0.0,06:07:52
1.71,0.0,06:08:25
1.71,0.0,06:08:58
1.71,0.0,06:09:31
1.71,0.0,06:10:04
1.71,0.0,06:10:37
1.71,0.0,06:11:10
1.71,0.0,06:11:43
1.71,0.0,06:12:15
1.71,0.0,06:12:49
1.71,0.0,06:13:22
1.71,0.0,06:13:55
1.71,0.0,06:14:28
1.71,0.0,06:15:01
1.71,0.0,06:15:34
1.71,0.0,06:16:07
1.71,0.0,06:16:40
1.71,0.0,06:17:14
1.71,0.0,06:17:47
1.71,0.0,06:18:21
1.71,0.0,06:18:54
1.71,0.0,06:19:27
1.71,0.0,06:20:00
1.71,0.0,06:20:33
1.71,0.0,06:21:05
1.71,0.0,06:21:38
1.71,0.0,06:22:12
1.71,0.0,06:22:45
1.71,0.0,06:23:19
1.71,0.0,06:23:52
1.71,0.0,06:24:24
1.71,0.0,06:24:57
1.71,0.0,06:25:31
1.71,0.0,06:26:04
1.71,0.0,06:26:37
1.71,0.0,06:27:10
1.71,0.0,06:27:43
1.71,0.0,06:28:16
1.71,0.0,06:28:49
1.71,0.0,06:29:22
1.71,0.0,06:29:55
1.71,0.0,06:30:29
1.71,0.0,06:31:02
1.71,0.0,06:31:35
1.71,0.0,06:32:08
1.71,0.0,06:32:41
1.71,0.0,06:33:15
1.71,0.0,06:33:48
1.71,0.0,06:34:21
1.71,0.0,06:34:54
1.71,0.0,06:35:27
1.71,0.0,06:36:00
1.71,0.0,06:36:34
1.71,0.0,06:37:07
1.71,0.0,06:37:41
1.71,0.0,06:38:15
1.71,0.0,06:38:48
1.71,0.0,06:39:22
1.71,0.0,06:39:55
1.71,0.0,06:40:29
1.71,0.0,06:41:02
1.77,3.50877193,06:41:35
1.77,0.0,06:42:08
1.77,0.0,06:42:41
1.77,0.0,06:43:14
1.77,0.0,06:43:48
1.77,0.0,06:44:21
1.77,0.0,06:44:55
1.77,0.0,06:45:28
1.77,0.0,06:46:01
1.77,0.0,06:46:34
1.77,0.0,06:47:08
1.77,0.0,06:47:41
1.77,0.0,06:48:14
1.77,0.0,06:48:48
1.77,0.0,06:49:21
1.77,0.0,06:49:55
1.77,0.0,06:50:28
1.77,0.0,06:51:01
1.77,0.0,06:51:35
1.77,0.0,06:52:08
1.77,0.0,06:52:41
1.77,0.0,06:53:14
1.77,0.0,06:53:48
1.77,0.0,06:54:21
1.77,0.0,06:54:55
1.77,0.0,06:55:28
1.77,0.0,06:56:02
1.77,0.0,06:56:40
1.72,-2.82485876,06:57:13
1.72,0.0,06:57:47
1.72,0.0,06:58:20
1.72,0.0,06:58:54
1.72,0.0,06:59:27
1.72,0.0,06:59:59
1.72,0.0,07:00:33
1.72,0.0,07:01:05
1.72,0.0,07:01:38
1.72,0.0,07:02:11
1.72,0.0,07:02:44
1.72,0.0,07:03:17
1.72,0.0,07:03:50
1.72,0.0,07:04:23
1.72,0.0,07:04:56
1.72,0.0,07:05:29
1.72,0.0,07:06:02
1.72,0.0,07:06:35
1.72,0.0,07:07:08
1.72,0.0,07:07:41
1.72,0.0,07:08:14
1.72,0.0,07:08:48
1.72,0.0,07:09:21
1.72,0.0,07:09:55
1.72,0.0,07:10:27
1.72,0.0,07:11:00
1.78,3.48837209,07:11:34
1.78,0.0,07:12:07
1.78,0.0,07:12:40
1.78,0.0,07:13:13
1.78,0.0,07:13:47
1.78,0.0,07:14:20
1.78,0.0,07:14:53
1.78,0.0,07:15:26
1.78,0.0,07:15:59
1.78,0.0,07:16:31
1.78,0.0,07:17:04
1.78,0.0,07:17:37
1.78,0.0,07:18:11
1.78,0.0,07:18:44
1.71,-3.93258427,07:19:17
1.71,0.0,07:19:50
1.71,0.0,07:20:23
1.71,0.0,07:20:56
1.71,0.0,07:21:29
1.71,0.0,07:22:02
1.71,0.0,07:22:36
1.71,0.0,07:23:09
1.71,0.0,07:23:41
1.71,0.0,07:24:15
1.71,0.0,07:24:48
1.71,0.0,07:25:22
1.71,0.0,07:25:55
1.71,0.0,07:26:28
1.71,0.0,07:27:01
1.71,0.0,07:27:34
1.71,0.0,07:28:07
1.71,0.0,07:28:40
1.71,0.0,07:29:14
1.71,0.0,07:29:47
1.71,0.0,07:30:20
1.71,0.0,07:30:53
1.71,0.0,07:31:27
1.71,0.0,07:32:00
1.71,0.0,07:32:32
1.71,0.0,07:33:06
1.71,0.0,07:33:39
1.71,0.0,07:34:12
1.71,0.0,07:34:45
1.71,0.0,07:35:19
1.71,0.0,07:35:52
1.71,0.0,07:36:26
1.71,0.0,07:36:59
1.71,0.0,07:37:31
1.71,0.0,07:38:05
1.71,0.0,07:38:38
1.71,0.0,07:39:12
1.71,0.0,07:39:44
1.71,0.0,07:40:18
1.71,0.0,07:40:51
1.77,3.50877193,07:41:24
1.77,0.0,07:41:57
1.77,0.0,07:42:31
1.77,0.0,07:43:04
1.77,0.0,07:43:38
1.77,0.0,07:44:10
1.77,0.0,07:44:43
1.77,0.0,07:45:16
1.77,0.0,07:45:50
1.77,0.0,07:46:23
1.77,0.0,07:46:56
1.77,0.0,07:47:30
1.77,0.0,07:48:02
1.77,0.0,07:48:36
1.77,0.0,07:49:09
1.77,0.0,07:49:42
1.77,0.0,07:50:15
1.77,0.0,07:50:49
1.77,0.0,07:51:22
1.77,0.0,07:51:55
1.77,0.0,07:52:29
1.77,0.0,07:53:02
1.77,0.0,07:53:35
1.77,0.0,07:54:09
1.77,0.0,07:54:42
1.77,0.0,07:55:15
1.77,0.0,07:55:48
1.77,0.0,07:56:21
1.77,0.0,07:56:55
1.77,0.0,07:57:28
1.77,0.0,07:58:01
1.77,0.0,07:58:34
1.77,0.0,07:59:08
1.77,0.0,07:59:41
1.77,0.0,08:00:15
1.77,0.0,08:00:49
1.77,0.0,08:01:22
1.77,0.0,08:01:55
1.77,0.0,08:02:29
1.77,0.0,08:03:02
1.77,0.0,08:03:35
1.77,0.0,08:04:09
1.77,0.0,08:04:42
1.77,0.0,08:05:15
1.77,0.0,08:05:48
1.77,0.0,08:06:22
1.77,0.0,08:06:55
1.77,0.0,08:07:29
1.77,0.0,08:08:02
1.77,0.0,08:08:35
1.77,0.0,08:09:08
1.77,0.0,08:09:41
1.77,0.0,08:10:15
1.77,0.0,08:10:48
1.77,0.0,08:11:21
1.77,0.0,08:11:54
1.77,0.0,08:12:27
1.77,0.0,08:13:00
1.77,0.0,08:13:34
1.77,0.0,08:14:07
1.77,0.0,08:14:41
1.77,0.0,08:15:13
1.77,0.0,08:15:47
1.77,0.0,08:16:21
1.77,0.0,08:16:54
1.77,0.0,08:17:27
1.77,0.0,08:18:01
1.77,0.0,08:18:34
1.77,0.0,08:19:07
1.74,-1.69491525,08:19:41
1.74,0.0,08:20:14
1.74,0.0,08:20:47
1.74,0.0,08:21:21
1.74,0.0,08:21:54
1.74,0.0,08:22:27
1.74,0.0,08:23:01
1.74,0.0,08:23:34
1.74,0.0,08:24:08
1.74,0.0,08:24:41
1.74,0.0,08:25:15
1.74,0.0,08:25:48
1.74,0.0,08:26:22
1.74,0.0,08:26:55
1.74,0.0,08:27:29
1.74,0.0,08:28:02
1.74,0.0,08:28:35
1.74,0.0,08:29:08
1.74,0.0,08:29:42
1.74,0.0,08:30:15
1.74,0.0,08:30:49
1.74,0.0,08:31:21
1.74,0.0,08:31:55
1.74,0.0,08:32:28
1.74,0.0,08:33:01
1.74,0.0,08:33:35
1.74,0.0,08:34:08
1.74,0.0,08:34:41
1.74,0.0,08:35:14
1.74,0.0,08:35:47
1.74,0.0,08:36:21
1.74,0.0,08:36:54
1.74,0.0,08:37:27
1.72,-1.14942529,08:38:01
1.72,0.0,08:38:34
1.72,0.0,08:39:08
1.72,0.0,08:39:41
1.72,0.0,08:40:14
1.72,0.0,08:40:48
1.72,0.0,08:41:21
1.72,0.0,08:41:54
1.72,0.0,08:42:29
1.72,0.0,08:43:02
1.72,0.0,08:43:35
1.72,0.0,08:44:09
1.72,0.0,08:44:42
1.72,0.0,08:45:15
1.72,0.0,08:45:49
1.72,0.0,08:46:22
1.72,0.0,08:46:55
1.72,0.0,08:47:29
1.72,0.0,08:48:02
1.72,0.0,08:48:35
1.72,0.0,08:49:09
1.72,0.0,08:49:42
1.72,0.0,08:50:16
1.72,0.0,08:50:49
1.72,0.0,08:51:22
1.72,0.0,08:51:55
1.72,0.0,08:52:29
1.72,0.0,08:53:02
1.72,0.0,08:53:35
1.72,0.0,08:54:08
1.72,0.0,08:54:42
1.72,0.0,08:55:15
1.72,0.0,08:55:48
1.72,0.0,08:56:22
1.71,-0.58139535,08:56:55
1.72,0.58479532,08:57:28
1.72,0.0,08:58:02
1.72,0.0,08:58:35
1.72,0.0,08:59:08
1.72,0.0,08:59:41
1.72,0.0,09:00:14
1.72,0.0,09:00:48
1.72,0.0,09:01:21
1.72,0.0,09:01:53
1.72,0.0,09:02:27
1.72,0.0,09:03:00
1.72,0.0,09:03:32
1.72,0.0,09:04:05
1.72,0.0,09:04:39
1.72,0.0,09:05:12
1.72,0.0,09:05:45
1.72,0.0,09:06:19
1.72,0.0,09:06:52
1.72,0.0,09:07:25
1.76,2.3255814,09:07:58
1.76,0.0,09:08:32
1.76,0.0,09:09:05
1.76,0.0,09:09:43
1.76,0.0,09:10:17
1.76,0.0,09:10:50
1.76,0.0,09:11:23
1.76,0.0,09:11:57
1.76,0.0,09:12:30
1.76,0.0,09:13:03
1.76,0.0,09:13:36
1.76,0.0,09:14:09
1.76,0.0,09:14:42
1.76,0.0,09:15:15
1.76,0.0,09:15:48
1.76,0.0,09:16:21
1.76,0.0,09:16:55
1.76,0.0,09:17:29
1.72,-2.27272727,09:18:02
1.72,0.0,09:18:35
1.72,0.0,09:19:09
1.72,0.0,09:19:42
1.72,0.0,09:20:15
1.77,2.90697674,09:20:48
1.77,0.0,09:21:22
1.77,0.0,09:21:55
1.77,0.0,09:22:28
1.77,0.0,09:23:02
1.77,0.0,09:23:35
1.77,0.0,09:24:08
1.77,0.0,09:24:41
1.77,0.0,09:25:14
1.77,0.0,09:25:47
1.77,0.0,09:26:21
1.77,0.0,09:26:54
